ID,Year,Pick,Team,Player,Nationality,Position,Age,GamesPlayed,Goals,Assists,Points,PlusMinus,PenaltyMinutes
887,2018,6,Detroit Red Wings,Filip Zadina,CZ,RW,18,160,97,133,230,-24,234
888,2018,7,Vancouver Canucks,Quinn Hughes,US,D,18,205,97,169,266,-34,379
889,2018,8,Chicago Blackhawks,Adam Boqvist,SE,D,18,128,97,103,200,-73,281
890,2018,9,New York Rangers,Vitali Kravtsov,RU,RW,18,20,97,112,209,-17,308
891,2018,10,Edmonton Oilers,Evan Bouchard,CA,D,18,102,97,126,223,-3,143
892,2018,11,New York Islanders,Oliver Wahlstrom,US,RW,18,126,96,160,256,-39,122
893,2018,12,New York Islanders,Noah Dobson,CA,D,18,160,96,338,434,-73,374
894,2018,13,Dallas Stars,Ty Dellandrea,CA,C,18,27,96,84,180,-42,379
895,2018,14,Philadelphia Flyers,Joel Farabee,US,LW,18,170,96,149,245,-3,268
896,2018,15,Florida Panthers,Grigori Denisenko,RU,LW,18,8,96,169,265,7,490
897,2018,16,Colorado Avalanche,Martin Kaut,CZ,RW,18,20,96,375,471,-53,1268
898,2018,17,New Jersey Devils,Ty Smith,CA,D,18,114,96,152,248,17,138
899,2018,18,Columbus Blue Jackets,Liam Foudy,CA,C,18,27,96,390,486,14,670
901,2018,20,Los Angeles Kings,Rasmus Kupari,FI,C,18,64,96,132,228,-53,171
902,2018,21,San Jose Sharks,Ryan Merkley,CA,D,18,39,96,86,182,-39,480
903,2018,22,New York Rangers,K'Andre Miller,US,D,18,135,95,340,435,-58,207
904,2018,23,Anaheim Ducks,Isac Lundestrom,SE,C,18,151,95,108,203,-23,376
907,2018,26,Ottawa Senators,Jacob Bernard-Docker,CA,D,18,13,95,154,249,-24,201
908,2018,27,Chicago Blackhawks,Nicolas Beaudin,CA,D,18,22,95,191,286,-17,464
909,2018,28,New York Rangers,Nils Lundkvist,SE,D,18,25,94,114,208,-42,1004
910,2018,29,Toronto Maple Leafs,Rasmus Sandin,SE,D,18,88,94,121,215,1,161
911,2018,30,Detroit Red Wings,Joseph Veleno,CA,C,18,71,94,206,300,57,702
912,2018,31,Washington Capitals,Alexander Alexeyev,RU,D,18,1,94,134,228,-54,101
913,2018,32,Buffalo Sabres,Mattias Samuelsson,US,D,18,54,94,119,213,-44,421
916,2018,35,Montreal Canadiens,Jesse Ylonen,US,RW,18,15,93,96,189,-2,73
919,2018,38,Montreal Canadiens,Alexander Romanov,RU,D,18,133,93,250,343,-6,885
921,2018,40,Edmonton Oilers,Ryan McLeod,CA,C,18,81,93,145,238,-62,339
923,2018,42,Carolina Hurricanes,Jack Drury,US,C,18,2,93,328,421,-38,350
926,2018,45,St. Louis Blues,Scott Perunovich,US,D,20,19,92,104,196,48,415
927,2018,46,Washington Capitals,Martin Fehervary,SK,D,18,85,92,143,235,11,36
933,2018,52,Toronto Maple Leafs,Sean Durzi,CA,D,19,64,92,120,212,-53,42
934,2018,53,Pittsburgh Penguins,Calen Addison,CA,D,18,18,91,220,311,-1,192
935,2018,54,Anaheim Ducks,Benoit-Olivier Groulx,CA,C,18,18,91,110,201,17,310
936,2018,55,Arizona Coyotes,Kevin Bahl,CA,D,18,24,91,113,204,-27,495
939,2018,58,Pittsburgh Penguins,Filip Hallander,SE,C,18,1,91,110,201,68,751
940,2018,59,Tampa Bay Lightning,Gabriel Fortier,CA,LW,18,10,91,100,191,-8,65
941,2018,60,Winnipeg Jets,David Gustafsson,SE,C,18,28,90,102,192,-48,367
944,2018,63,Minnesota Wild,Jack McBain,CA,C,18,10,90,111,201,-37,863
945,2018,64,Colorado Avalanche,Justus Annunen,FI,G,18,2,90,84,174,-42,180
946,2018,65,Arizona Coyotes,Jan Jenik,CZ,RW,18,15,90,154,244,-116,325
947,2018,66,Montreal Canadiens,Cameron Hillis,CA,C,18,1,90,134,224,-4,138
948,2018,67,Detroit Red Wings,Alec Regula,US,D,18,18,90,112,202,-81,1420
952,2018,71,Montreal Canadiens,Jordan Harris,US,D,18,10,90,265,355,-79,266
959,2018,78,Colorado Avalanche,Sampo Ranta,FI,LW,18,10,89,120,209,24,376
966,2018,85,Anaheim Ducks,Lukas Dostal,CZ,G,18,4,88,154,242,-76,1501
969,2018,88,New York Rangers,Joey Keane,US,D,19,2,87,101,188,-22,191
972,2018,91,Winnipeg Jets,Nathan Smith,US,C,19,10,87,60,147,-15,185
973,2018,92,Minnesota Wild,Connor Dewar,CA,C,19,35,87,283,370,-44,286
983,2018,102,San Jose Sharks,Jasper Weatherby,US,C,20,50,86,115,201,-49,132
988,2018,107,St. Louis Blues,Joel Hofer,CA,G,18,2,85,123,208,34,299
995,2018,114,Arizona Coyotes,Ivan Prosvetov,RU,G,19,6,84,104,188,-31,166
996,2018,115,Vegas Golden Knights,Paul Cotter,US,C,18,7,84,117,201,-19,209
1001,2018,120,Chicago Blackhawks,Philipp Kurashev,CH,C,18,121,84,347,431,260,1498
1017,2018,136,New Jersey Devils,Akira Schmid,CH,G,18,6,82,272,354,-99,1214
1018,2018,137,Dallas Stars,Riley Damiani,CA,C,18,7,82,92,174,-14,373
1022,2018,141,New Jersey Devils,Yegor Sharangovich,BY,C,20,130,82,247,329,-4,294
1031,2018,150,Winnipeg Jets,Declan Chisholm,CA,D,18,2,80,78,158,-1,112
1054,2018,173,Columbus Blue Jackets,Veini Vehvilainen,FI,G,21,1,77,106,183,-38,311
1059,2018,178,Anaheim Ducks,Hunter Drew,CA,D,19,2,77,92,169,-31,177
1063,2018,182,San Jose Sharks,John Leonard,US,LW,20,58,76,82,158,-11,440
1074,2018,193,Chicago Blackhawks,Josiah Slavin,US,LW,19,15,75,125,200,32,134
1085,2018,204,Columbus Blue Jackets,Trey Fix-Wolansky,CA,RW,19,6,74,85,159,37,50
1099,2017,1,New Jersey Devils,Nico Hischier,CH,C,18,300,73,88,161,3,73
1100,2017,2,Philadelphia Flyers,Nolan Patrick,CA,C,18,222,72,63,135,-63,104
1101,2017,3,Dallas Stars,Miro Heiskanen,FI,D,18,275,72,49,121,5,91
1102,2017,4,Colorado Avalanche,Cale Makar,CA,D,18,178,72,240,312,-114,571
1103,2017,5,Vancouver Canucks,Elias Pettersson,SE,C,18,245,72,284,356,112,489
1104,2017,6,Vegas Golden Knights,Cody Glass,CA,C,18,74,72,126,198,-28,266
1105,2017,7,New York Rangers,Lias Andersson,SE,C,18,109,72,139,211,-1,341
1106,2017,8,Buffalo Sabres,Casey Mittelstadt,US,C,18,195,72,149,221,-2,355
1107,2017,9,Detroit Red Wings,Michael Rasmussen,CA,C,18,182,72,76,148,-81,1534
1108,2017,10,Florida Panthers,Owen Tippett,CA,RW,18,115,72,115,187,-18,101
1109,2017,11,Los Angeles Kings,Gabriel Vilardi,CA,C,18,89,72,126,198,16,320
1110,2017,12,Carolina Hurricanes,Martin Necas,CZ,C,18,203,72,94,166,5,826
1111,2017,13,Vegas Golden Knights,Nick Suzuki,CA,C,18,209,72,94,166,-34,442
1112,2017,14,Tampa Bay Lightning,Callan Foote,US,D,18,91,72,303,375,139,2139
1113,2017,15,Vegas Golden Knights,Erik Brannstrom,SE,D,18,116,72,91,163,-16,171
1114,2017,16,Calgary Flames,Juuso Valimaki,FI,D,18,82,72,141,213,-4,484
1115,2017,17,Toronto Maple Leafs,Timothy Liljegren,SE,D,18,74,72,77,149,-67,472
1116,2017,18,Boston Bruins,Urho Vaakanainen,FI,D,18,45,72,124,196,-60,276
1117,2017,19,San Jose Sharks,Joshua Norris,US,C,18,125,71,89,160,-8,430
1118,2017,20,St. Louis Blues,Robert Thomas,CA,C,18,241,71,103,174,69,54
1119,2017,21,New York Rangers,Filip Chytil,CZ,C,18,253,71,71,142,-12,117
1120,2017,22,Edmonton Oilers,Kailer Yamamoto,US,RW,18,186,71,90,161,-20,297
1121,2017,23,Arizona Coyotes,Pierre-Olivier Joseph,CA,D,18,20,71,85,156,-60,157
1122,2017,24,Winnipeg Jets,Kristian Vesalainen,FI,W,18,70,71,303,374,-8,213
1123,2017,25,Montreal Canadiens,Ryan Poehling,US,C,18,85,71,266,337,215,304
1124,2017,26,Dallas Stars,Jake Oettinger,US,G,18,77,71,116,187,-33,696
1125,2017,27,Philadelphia Flyers,Morgan Frost,CA,C,18,77,71,217,288,68,756
1127,2017,29,Chicago Blackhawks,Henri Jokiharju,FI,D,18,213,71,168,239,-13,390
1128,2017,30,Nashville Predators,Eeli Tolvanen,FI,RW,18,122,71,111,182,-104,342
1130,2017,32,Colorado Avalanche,Conor Timmins,CA,D,18,39,71,246,317,83,1154
1131,2017,33,Vancouver Canucks,Kole Lind,CA,RW,18,30,71,63,134,-137,69
1132,2017,34,Vegas Golden Knights,Nicolas Hague,CA,D,18,142,70,133,203,-26,54
1133,2017,35,Philadelphia Flyers,Isaac Ratcliffe,CA,LW,18,10,70,267,337,-62,222
1134,2017,36,New Jersey Devils,Jesper Boqvist,SE,C,18,119,70,79,149,-46,1052
1136,2017,38,Detroit Red Wings,Gustav Lindstrom,SE,D,18,92,70,263,333,-56,361
1137,2017,39,Dallas Stars,Jason Robertson,US,LW,18,128,70,133,203,-17,225
1138,2017,40,Florida Panthers,Aleksi Heponiemi,FI,C,18,15,70,318,388,56,825
1139,2017,41,Los Angeles Kings,Jaret Anderson-Dolan,CA,C,18,50,70,103,173,52,138
1140,2017,42,Carolina Hurricanes,Eetu Luostarinen,FI,C,19,130,70,84,154,-24,166
1141,2017,43,Winnipeg Jets,Dylan Samberg,US,D,18,15,70,68,138,22,840
1143,2017,45,Columbus Blue Jackets,Alexandre Texier,FR,C,18,123,69,76,145,35,116
1144,2017,46,New York Islanders,Robin Salo,FI,D,18,21,69,304,373,-13,181
1145,2017,47,Ottawa Senators,Alex Formenton,CA,LW,18,109,69,224,293,62,397
1146,2017,48,Tampa Bay Lightning,Alexander Volkov,RU,RW,20,46,69,87,156,-76,282
1147,2017,49,San Jose Sharks,Mario Ferraro,CA,D,18,180,69,258,327,44,586
1148,2017,50,Anaheim Ducks,Maxime Comtois,CA,LW,18,146,69,101,170,42,90
1151,2017,53,Boston Bruins,Jack Studnicka,CA,C,18,37,69,212,281,97,660
1152,2017,54,Buffalo Sabres,Ukko-Pekka Luukkonen,FI,G,18,13,69,97,166,-43,520
1153,2017,55,Vancouver Canucks,Jonah Gadjovich,CA,LW,18,44,69,224,293,-96,774
1155,2017,57,Chicago Blackhawks,Ian Mitchell,CA,D,18,47,68,81,149,12,92
1160,2017,62,Vegas Golden Knights,Jake Leschyshyn,US,C,18,41,68,106,174,-54,307
1161,2017,63,New Jersey Devils,Fabian Zetterlund,SE,W,18,14,68,241,309,83,704
1162,2017,64,Vancouver Canucks,Michael Dipietro,CA,G,18,3,68,131,199,-70,356
1163,2017,65,Vegas Golden Knights,Jonas Rondbjerg,DK,RW,18,30,68,135,203,42,516
1165,2017,67,Carolina Hurricanes,Morgan Geekie,CA,C,19,111,68,246,314,65,430
1167,2017,69,Arizona Coyotes,Mackenzie Entwistle,CA,RW,18,60,68,112,180,-36,1670
1172,2017,74,Winnipeg Jets,Johnathan Kovacevic,CA,D,20,4,67,109,176,23,188
1176,2017,78,Edmonton Oilers,Stuart Skinner,CA,G,18,14,67,112,179,5,205
1179,2017,81,New Jersey Devils,Reilly Walsh,US,D,18,1,67,70,137,-23,361
1182,2017,84,Edmonton Oilers,Dmitri Samorukov,RU,D,18,1,66,82,148,17,94
1184,2017,86,Columbus Blue Jackets,Daniil Tarasov,RU,G,18,4,66,72,138,-34,78
1185,2017,87,Montreal Canadiens,Cale Fleury,CA,D,18,50,66,77,143,-23,903
1190,2017,92,Nashville Predators,David Farrance,US,D,18,2,66,80,146,5,525
1193,2017,95,Vancouver Canucks,Jack Rathbone,US,D,18,17,65,118,183,-44,165
1195,2017,97,Minnesota Wild,Mason Shaw,CA,C,18,3,65,74,139,-49,586
1197,2017,99,Buffalo Sabres,Jacob Bryson,CA,D,19,111,65,96,161,-60,1010
1200,2017,102,San Jose Sharks,Scott Reedy,US,C,18,35,65,64,129,-109,370
1201,2017,103,Los Angeles Kings,Michael Anderson,US,D,18,117,65,221,286,-102,448
1205,2017,107,Philadelphia Flyers,Maksim Sushko,BY,RW,18,2,64,81,145,-89,52
1207,2017,109,Calgary Flames,Adam Ruzicka,SK,C,18,31,64,74,138,-47,78
1209,2017,111,Boston Bruins,Jeremy Swayman,US,G,18,51,64,189,253,-110,776
1211,2017,113,St. Louis Blues,Alexey Toropchenko,RU,RW,18,28,64,88,152,9,133
1215,2017,117,Columbus Blue Jackets,Emil Bemstrom,SE,C,18,117,64,96,160,-50,84
1219,2017,121,Ottawa Senators,Drake Batherson,US,C,19,145,63,89,152,23,78
1227,2017,129,New Jersey Devils,Gilles Senn,CH,G,21,2,63,175,238,25,457
1230,2017,132,Dallas Stars,Jacob Peterson,SE,C,18,65,63,180,243,-89,1320
1235,2017,137,Philadelphia Flyers,Noah Cates,US,LW,18,16,62,74,136,-89,142
1236,2017,138,Los Angeles Kings,Drake Rymsha,US,C,19,1,62,195,257,53,468
1237,2017,139,New York Islanders,Sebastian Aho,SE,D,21,61,62,62,124,-54,78
1241,2017,143,New Jersey Devils,Marian Studenic,SK,RW,18,41,62,236,298,-46,1008
1248,2017,150,Chicago Blackhawks,Jakub Galvas,CZ,D,18,6,61,79,140,-3,108
1268,2017,170,Columbus Blue Jackets,Jonathan Davidsson,SE,RW,20,6,59,81,140,-30,747
1272,2017,174,New York Rangers,Morgan Barron,CA,C,18,32,59,124,183,-103,89
1277,2017,179,Columbus Blue Jackets,Carson Meyer,US,RW,20,13,58,84,142,-21,1078
1283,2017,185,San Jose Sharks,Alexander Chmelevski,US,C,18,24,58,66,124,-20,521
1287,2017,189,Vegas Golden Knights,Ben Jones,CA,C,18,2,58,60,118,-64,158
1292,2017,194,Dallas Stars,Dylan Ferguson,CA,G,18,1,57,180,237,102,269
1294,2017,196,Philadelphia Flyers,Wyatt Kalynuk,CA,D,20,26,57,207,264,-38,136
1297,2017,199,Montreal Canadiens,Cayden Primeau,US,G,18,18,57,201,258,16,713
1310,2017,212,San Jose Sharks,Ivan Chekhovich,RU,LW,18,4,56,106,162,-28,204
1316,2016,1,Toronto Maple Leafs,Auston Matthews,US,C,18,407,56,54,110,-31,645
1317,2016,2,Winnipeg Jets,Patrik Laine,FI,RW,18,407,56,42,98,-39,615
1318,2016,3,Columbus Blue Jackets,Pierre-Luc Dubois,CA,LW,18,361,56,177,233,116,750
1319,2016,4,Edmonton Oilers,Jesse Puljujarvi,SE,RW,18,259,56,156,212,88,1612
1320,2016,5,Vancouver Canucks,Olli Juolevi,FI,D,18,41,56,232,288,-113,1110
1321,2016,6,Calgary Flames,Matthew Tkachuk,US,LW,18,431,56,89,145,21,36
1322,2016,7,Arizona Coyotes,Clayton Keller,US,C,18,360,56,50,106,-40,122
1323,2016,8,Buffalo Sabres,Alexander Nylander,CA,LW,18,84,55,45,100,-29,219
1324,2016,9,Montreal Canadiens,Mikhail Sergachev,RU,D,18,362,55,72,127,-39,20
1325,2016,10,Colorado Avalanche,Tyson Jost,CA,C,18,342,55,83,138,-19,210
1326,2016,11,Ottawa Senators,Logan Brown,US,C,18,69,55,70,125,6,355
1327,2016,12,New Jersey Devils,Michael McLeod,CA,C,18,162,55,209,264,-53,548
1328,2016,13,Carolina Hurricanes,Jake Bean,CA,D,18,111,55,82,137,-7,240
1329,2016,14,Boston Bruins,Charles McAvoy,US,D,18,313,55,105,160,-82,683
1330,2016,15,Minnesota Wild,Luke Kunin,US,C,18,251,55,140,195,30,880
1331,2016,16,Arizona Coyotes,Jakob Chychrun,US,D,18,337,55,239,294,-23,893
1332,2016,17,Nashville Predators,Dante Fabbro,CA,D,18,174,55,67,122,-49,488
1333,2016,18,Winnipeg Jets,Logan Stanley,CA,D,18,95,55,83,138,13,123
1334,2016,19,New York Islanders,Kieffer Bellows,US,LW,18,67,55,60,115,-66,314
1335,2016,20,Detroit Red Wings,Dennis Cholowski,CA,D,18,115,55,68,123,-78,218
1336,2016,21,Carolina Hurricanes,Julien Gauthier,CA,RW,18,96,55,85,140,-110,52
1337,2016,22,Philadelphia Flyers,German Rubtsov,RU,C,18,4,54,138,192,38,406
1338,2016,23,Florida Panthers,Henrik Borgström,FI,C,19,110,54,55,109,-29,149
1339,2016,24,Anaheim Ducks,Max Jones,US,LW,18,137,54,60,114,-28,980
1340,2016,25,Dallas Stars,Riley Tufte,US,LW,18,10,54,46,100,-11,181
1341,2016,26,St. Louis Blues,Tage Thompson,US,C,18,223,54,254,308,5,422
1342,2016,27,Tampa Bay Lightning,Brett Howden,CA,C,18,225,54,152,206,123,331
1343,2016,28,Washington Capitals,Lucas Johansen,CA,D,18,1,54,45,99,-28,855
1344,2016,29,Boston Bruins,Trent Frederic,US,C,18,119,54,62,116,-41,722
1345,2016,30,Anaheim Ducks,Sam Steel,CA,C,18,197,54,45,99,-28,855
1346,2016,31,Toronto Maple Leafs,Yegor Korshkov,RU,RW,20,1,54,65,119,-22,194
1347,2016,32,Edmonton Oilers,Tyler Benson,CA,LW,18,36,54,74,128,1,146
1348,2016,33,Buffalo Sabres,Rasmus Asplund,SE,C,18,137,54,265,319,43,733
1349,2016,34,Columbus Blue Jackets,Andrew Peeke,US,D,18,115,54,206,260,29,568
1350,2016,35,St. Louis Blues,Jordan Kyrou,CA,C,18,173,54,82,136,-105,203
1352,2016,37,Tampa Bay Lightning,Libor Hajek,CZ,D,18,94,54,69,123,-24,103
1354,2016,39,Chicago Blackhawks,Alexander Debrincat,US,RW,18,368,54,136,190,-85,705
1356,2016,41,New Jersey Devils,Nathan Bastian,CA,RW,18,120,54,59,113,-8,271
1357,2016,42,Ottawa Senators,Jonathan Dahlen,SE,C,18,61,53,89,142,-46,218
1359,2016,44,Tampa Bay Lightning,Boris Katchouk,CA,LW,18,59,53,79,132,-58,246
1361,2016,46,Detroit Red Wings,Givani Smith,CA,RW,18,83,53,56,109,3,98
1362,2016,47,Nashville Predators,Samuel Girard,CA,D,18,340,53,118,171,-22,362
1363,2016,48,Philadelphia Flyers,Carter Hart,CA,G,18,146,53,221,274,-22,459
1364,2016,49,Boston Bruins,Ryan Lindgren,US,D,18,194,53,81,134,-40,968
1366,2016,51,Los Angeles Kings,Kale Clague,CA,D,18,58,53,66,119,5,352
1367,2016,52,Philadelphia Flyers,Wade Allison,CA,RW,18,15,53,71,124,-69,1409
1368,2016,53,Detroit Red Wings,Filip Hronek,CZ,D,18,245,53,197,250,-3,685
1370,2016,55,Pittsburgh Penguins,Filip Gustavsson,SE,G,18,27,53,83,136,-104,2457
1371,2016,56,Calgary Flames,Dillon Dube,CA,C,18,200,53,49,102,-53,157
1372,2016,57,Toronto Maple Leafs,Carl Grundstrom,SE,RW,18,129,52,38,90,-17,29
1373,2016,58,Tampa Bay Lightning,Taylor Raddysh,CA,RW,18,74,52,63,115,-9,52
1375,2016,60,San Jose Sharks,Dylan Gambrell,US,C,20,173,52,72,124,-26,120
1376,2016,61,Pittsburgh Penguins,Kasper Bjorkqvist,FI,RW,19,6,52,55,107,-32,147
1377,2016,62,Toronto Maple Leafs,Joseph Woll,US,G,18,4,52,64,116,-4,58
